# Dense fuzzy physics-membership μ — MiniLM cosine to the 'Physics' anchor (NO training).
# model: sentence-transformers/all-MiniLM-L6-v2; clamp: to_membership (cosine∈[-1,1] → μ∈[0,1]); names verbatim from the category graph.
# Provenance: gen_dense_mu.py over data/benchmark/10k/category_parent.tsv. A raw pretrained-embedding prior (coarse semantic proximity), NOT the trained cosine-μ
# encoder and NOT authoritative — its job is DENSITY (a μ for every node) so the gated cone / IC / Lin machinery stops pruning through unscored connectors.
# Format: name<TAB>μ, μ∈[0,1]. '#' lines are comments.
1890_establishments_in_the_United_States	0.0000
1890_establishments_in_North_America	0.0000
1890s_establishments_in_North_America	0.0260
1890s_establishments_in_the_United_States	0.0462
1890_in_the_United_States	0.0695
1890s_in_the_United_States	0.0973
1890_in_North_America	0.0564
1890s_by_continent	0.1061
1890s_by_country	0.1149
1890s_establishments_by_continent	0.0420
19th-century_establishments_in_Africa	0.0102
1890s_in_Africa	0.1056
Establishments_in_Africa_by_decade	0.0162
1890s_establishments_in_Europe	0.0562
1890s_in_Europe	0.1139
1890s_establishments_in_Iowa	0.0643
19th-century_establishments_in_Iowa	0.0377
Establishments_in_Iowa_by_decade	0.0296
1890s_establishments_in_New_York_(state)	0.0117
19th-century_establishments_in_New_York_(state)	0.0000
Establishments_in_New_York_(state)_by_decade	0.0000
1890s_in_North_America	0.0642
1890s_establishments_in_North_Dakota	0.0080
19th-century_establishments_in_North_Dakota	0.0000
Establishments_in_North_Dakota_by_decade	0.0000
1892	0.2263
1892_establishments	0.0991
1892_establishments_by_country	0.0494
1892_by_country	0.1459
1892_establishments_in_Iowa	0.0644
1892_establishments_in_the_United_States	0.0412
Establishments_in_Iowa_by_year	0.0000
1892_establishments_in_North_America	0.0312
1892_in_North_America	0.0938
1892_by_continent	0.1414
1895	0.2077
1895_establishments	0.0685
1895_establishments_by_country	0.0181
1895_by_country	0.1242
1895_establishments_in_New_York_(state)	0.0000
1895_establishments_in_the_United_States	0.0028
Establishments_in_New_York_(state)_by_year	0.0000
1895_establishments_in_North_America	0.0000
1896	0.1914
1896_Summer_Olympics	0.1784
19th_century_in_Greece	0.0610
Summer_Olympics_by_year	0.0941
Athens	0.1453
1896_Summer_Olympics_events	0.1825
Summer_Olympics_events_by_year	0.0877
1896_establishments	0.0860
1896_establishments_by_continent	0.0393
1896_by_continent	0.1245
1896_establishments_in_Europe	0.0462
1897	0.2675
1897_establishments	0.0929
1897_establishments_by_continent	0.0497
1897_by_continent	0.1652
1897_establishments_by_country	0.0471
1897_by_country	0.1638
1897_establishments_in_California	0.0545
1897_establishments_in_the_United_States	0.0379
1897_establishments_in_North_America	0.0250
1897_in_the_United_States	0.1378
1897_in_North_America	0.1156
18th-century_British_people	0.0574
18th-century_people_by_nationality	0.0441
British_people_by_century	0.0531
18th-century_people	0.0880
18th_century_by_continent	0.0515
18th_century_by_country	0.0599
18th-century_establishments_in_Europe	0.0000
18th_century_in_Europe	0.0558
18th-century_establishments_in_Great_Britain	0.0000
18th_century_in_Great_Britain	0.0551
Establishments_in_Great_Britain	0.0232
18th_century_in_North_America	0.0132
18th-century_establishments_in_the_United_States	0.0000
Establishments_in_North_Carolina_by_century	0.0000
18th-century_establishments_in_the_British_Empire	0.0000
Establishments_in_the_British_Empire_by_century	0.0000
18th_century_in_the_British_Empire	0.0178
Establishments_in_the_Thirteen_Colonies_by_century	0.0000
18th_century_in_the_United_States	0.0311
Establishments_in_the_United_States_by_century	0.0000
2nd-millennium_establishments_in_the_United_States	0.0066
18th_century_in_music	0.0743
Operas_by_century	0.0000
People_by_century_and_nationality	0.0749
Works_by_century	0.0879
2nd-millennium_works	0.1492
18th_century_in_Asia	0.0561
18th_century_in_art	0.0901
18th_century_in_the_arts	0.0931
Art_by_century	0.0872
Music_by_century	0.0818
British_Empire	0.1323
1900	0.1625
1900s	0.1494
1900_by_country	0.0678
1900s_by_country	0.0753
1900_establishments	0.0483
1900s_establishments	0.0529
1900_establishments_by_country	0.0000
1900s_establishments_by_country	0.0029
1900_establishments_in_Europe	0.0057
1900s_establishments_in_Europe	0.0091
1900_establishments_in_Italy	0.0000
1900s_establishments_in_Italy	0.0000
Establishments_in_Italy_by_year	0.0000
20th_century	0.2068
1900s_by_continent	0.0894
20th_century_by_continent	0.1211
Modern_history_by_continent	0.0891
20th-century_decades_by_country	0.1415
20th-century_establishments	0.0711
1900s_establishments_by_continent	0.0097
20th-century_establishments_by_continent	0.0154
20th-century_establishments_by_country	0.0295
1900s_establishments_in_Austria	0.0361
20th-century_establishments_in_Austria	0.0573
Establishments_in_Austria_by_decade	0.0339
1900s_establishments_in_Brazil	0.0003
1900s_establishments_in_South_America	0.0000
20th-century_establishments_in_Brazil	0.0184
Establishments_in_Brazil_by_decade	0.0140
1900s_in_Europe	0.0834
20th-century_establishments_in_Europe	0.0272
20th-century_establishments_in_Italy	0.0181
Establishments_in_Italy_by_decade	0.0025
20th-century_establishments_in_South_America	0.0000
1900s_in_South_America	0.0253
Establishments_in_South_America_by_decade	0.0000
20th_century_in_Europe	0.1217
1900s_in_New_York_(state)	0.0349
20th_century_in_New_York_(state)	0.0789
1900s_in_the_United_States_by_state	0.0372
Decades_in_New_York_(state)	0.0681
1900s_in_North_America	0.0517
20th_century_in_North_America	0.0807
1900s_in_the_United_States	0.0685
20th_century_in_the_United_States	0.1174
1907	0.2253
Years_of_the_20th_century	0.1598
